Height,Weight,ShoeSize,Label
174.3499101112592,61.65022944737661,39.51060891337504,female
164.93508370964298,59.99760010282928,38.73372889206102,female
160.01323673040062,64.09057948840402,41.050770033131165,female
164.1677481802615,62.141068540050156,45.760832498527556,female
164.50148546503797,47.48026339164592,38.060959317653385,female
168.1841725542891,60.60240566280458,38.00096527814547,female
156.90387560195842,64.03946428442083,34.29001327318567,female
159.6388783001887,63.01060489139057,31.099228987420517,female
162.71496637654835,55.674049998841774,37.62252977490943,female
158.67812720728062,59.23339824595883,43.837244716664046,female
166.99585132717067,58.7975472052086,37.858353673145096,female
158.3848865906191,59.69618326867466,31.872816408024697,female
157.37865783309064,62.66433061853525,46.46888598079572,female
158.71820556485628,63.822004720337326,41.50440237246104,female
171.07396261657738,55.71958320199257,38.73601463288597,female
167.2405817088963,51.58829751702205,36.95572596806982,female
164.98195992535526,63.265347312753,33.40964850106182,female
163.58052193579024,64.65127540021564,33.04574012440638,female
154.1474786524597,62.02591305384476,33.720209082354906,female
146.75876305828768,61.02001240612437,40.87201524211737,female
154.54421564306034,55.88617204885163,39.48586297674575,female
159.18999155026364,53.615628462393246,41.79638281829975,female
154.11886629282452,58.867815628232286,40.898522061250084,female
160.60389166282144,54.91973645144071,36.385668472821564,female
161.9084772160018,56.7135260921608,36.28616695400697,female
160.2862855131705,61.46995450808948,37.40650400950347,female
164.16282975412165,63.10026262591833,39.09146732424322,female
162.42097040770292,63.89816826047709,42.8934397714865,female
154.2016411853499,62.27492008670524,30.66937801028557,female
150.02276340794893,53.48282129589847,41.82835734511073,female
165.32524198284443,57.177751417448285,36.04266622532211,female
166.58241589925228,56.514338056755065,35.64621542137037,female
158.5021165444675,65.18919871164056,37.882691197421956,female
165.79630312446628,67.80077210800422,27.220757420110935,female
171.82699735833336,52.69896942049776,33.829836400302185,female
172.8893640438142,50.30162070311541,35.61904204301869,female
168.83964052998266,62.63292884680398,37.208055047247434,female
163.59236164799896,68.30169384375881,31.46182527145206,female
155.12312930792348,58.18095471933791,41.09569172426306,female
159.2956400337056,59.84477404316023,36.16307559781618,female
155.37886869773521,58.18188795872843,40.10586432634996,female
161.75687488925732,66.20900817236777,38.197646985324255,female
154.6284154412974,51.656639369227676,36.91045052581563,female
152.47013999978233,63.0660508160303,38.69050994776401,female
164.2925075441943,60.217345547498,37.841018478825305,female
155.21848751050854,60.582741095477346,35.68035899896333,female
151.48647118680623,57.10697578192532,37.67917892421879,female
153.91987659542707,53.67660636272262,32.22989035093478,female
157.9440771643548,59.41256305324578,33.18607036367383,female
165.4165876363681,57.5740674885853,29.614815861291596,female
163.71575838577365,65.11533515462443,35.070640156076976,female
167.33960539507328,60.74177725199259,37.58716411303174,female
163.98366291910662,59.85289688171581,30.022122017702017,female
168.8738116976865,64.37916401593485,37.749916096274134,female
152.3737948427037,60.674038986928544,37.619575884990866,female
154.18928277646575,60.42032207580362,37.88134916688528,female
163.78351698745217,64.46557988536247,37.865942301287205,female
162.8046096668906,59.30781807559332,39.04303440036112,female
159.70111279910304,58.74235277879578,29.943561597542065,female
154.4291602845501,62.74513574933775,38.17547647486563,female
163.16573931441556,68.27784797926167,30.881049924170068,female
155.69062389540676,53.363632114378795,31.621901419998675,female
158.24397123274684,59.33736470910564,29.627728317018295,female
156.9168849096461,49.62257481565721,31.02897090093981,female
159.4668974505848,63.01393892218747,30.994384370181685,female
171.5713206354993,62.43063524533406,40.786123698288044,female
168.52758850521508,70.22484984656012,29.874006627627267,female
160.2087973032999,56.552622397270234,38.31218374579897,female
163.70519939640084,61.89495520921753,33.13277063763097,female
165.57981695301908,61.947415554692725,47.995633049739695,female
157.48683460049324,66.06090632126146,39.98770885479657,female
166.5308508641017,60.56828102484665,47.70421942284992,female
155.20310177778728,54.81060056458891,35.877939344631905,female
163.2822368176934,67.53384341319914,34.27535685490247,female
165.18575266306587,57.61612568318368,45.82422728447614,female
164.25361925276454,66.45817575068762,37.34249530192011,female
172.27926718889543,66.48086736020659,32.114519318244206,female
164.33725040229595,65.57216240203336,37.06290172957448,female
164.0044605071759,60.886809769518514,32.585844267679654,female
167.71064153872388,58.5622894586575,35.86293587421335,female
158.09721968983936,67.28426052815932,36.118374217718944,female
166.37733158235457,64.25095560293848,28.646294476663893,female
167.5457356512913,58.08458529508309,36.23264626179876,female
159.62978357701448,56.89348010983523,37.87839789881421,female
156.7644541063602,71.04514646883136,47.62746881745859,female
164.84844353813165,65.39601665020673,40.50037445643851,female
169.30545601290373,65.63413897021265,37.95466378025007,female
163.4689608240511,60.732232325200634,37.3854519187822,female
155.20236605088382,54.77880722121762,37.22246014595349,female
164.9741900052286,61.55643766479188,43.62393863353606,female
159.37016181100412,64.76364501939022,41.254286277503006,female
165.48987332304696,59.315496772130494,44.71516754925656,female
175.0940163431974,60.7898992457211,39.914263404245574,female
170.93018648303703,64.73423534164814,34.3793421971542,female
168.90831475366898,65.80952203320629,37.89785524679799,female
163.82296528233525,60.55856365373232,31.969866733085055,female
165.20692906308827,53.726008867017505,47.02761014649572,female
