Height,Weight,ShoeSize,Label
160.15862783549414,58.83102989371076,43.761878338860306,female
168.5008773489081,53.207777780342646,39.33242057383542,female
158.6063680829156,56.63204276671126,41.44546723629762,female
173.68473256598688,66.16243777071074,39.53303503736165,female
161.33209674958636,60.855668209564314,42.3850306137097,female
161.04202193457144,62.29618233580917,36.2641145488693,female
164.7581932197108,63.27667896825177,33.9206842268881,female
162.28245732065918,64.43767478818884,44.33549424677136,female
161.86769834068724,52.42662060472842,36.15448942748627,female
166.14939619214195,68.88458297672179,37.05090545420744,female
170.9418738169848,59.94046822238651,40.127804787105205,female
163.84611163027517,60.95630429802831,27.818109118416793,female
162.17811329804826,59.06550936430747,44.98515579700259,female
172.94457702992673,64.70209937367395,36.12182538534329,female
161.17470861424775,58.4756140200961,41.07636226735478,female
163.97781105638333,60.82560747757607,33.34438631423619,female
161.68860469469453,53.568873912572926,45.746343681596386,female
160.72274176873046,56.763688806773494,36.736732324479206,female
166.81915618476083,60.5291891381336,44.25981578932745,female
160.73097230580606,54.798745616132614,34.97024765271027,female
158.54222897456398,57.64639385212771,43.73841419037314,female
160.63954678012527,56.37971143945409,34.30534751258349,female
162.7194105858449,63.739729044919564,39.88699733048085,female
160.13469351060078,55.66446697979342,39.31091531304216,female
161.36592444030785,70.6996917754047,42.368842255900645,female
166.4710164376616,72.35957256914915,30.37066843491555,female
163.10325527152688,61.86594715462666,39.57340877068479,female
160.04236904740398,53.43609949871424,39.37145008265346,female
163.3187499414065,70.00428417692191,35.86758373376664,female
168.3770650561417,52.64375598748896,35.59182432959668,female
162.6921683344165,55.42826253632627,39.24920628254997,female
159.415691470642,62.399672298417435,37.000275900160396,female
155.52800346766918,66.09843345849491,33.89051432262543,female
158.4394348627124,52.12839737637451,40.754738151228395,female
161.87761102505615,53.00747698227469,35.0898082487324,female
158.5858941808403,60.9812993259958,42.018044387596376,female
159.89299271793047,55.95119046629364,30.815521712143305,female
158.3377166036131,58.26405418413974,40.21261325272224,female
155.48031947527517,49.066939837683954,36.98550439797221,female
154.00623962831634,54.13951849920214,36.51010458999967,female
162.55456998239023,67.82758586639285,35.08521014752794,female
158.2553406603935,50.887599074251234,41.51215315306777,female
161.34385557604102,55.366322882244745,40.16137499752733,female
163.26183147236816,59.37090571539964,33.260900977402194,female
153.03279592464096,59.08175883801622,37.6177017600408,female
164.39269581070408,52.30988597616255,40.612117669071765,female
153.40474306208705,51.59927567464428,44.28200330979482,female
162.3020777992925,65.58520236330716,32.578642084203096,female
154.46277183523733,55.166686577473186,30.85973562379446,female
156.07975666103505,65.16487241952068,46.25581250223864,female
155.34240328138793,67.85877969390533,44.19170439256947,female
159.72951529746274,60.67035721405342,44.111013421326305,female
159.44835202829867,64.22688260864241,30.486720462303513,female
152.46312007792025,57.406965094831925,31.285179235634537,female
157.19352359625216,55.37553899240366,32.0315390307361,female
162.36571785436055,64.90724136005943,34.1652141283239,female
163.67296467851276,58.91370550332429,41.27301294954519,female
170.15726177856,54.27037505306135,37.66312081932181,female
170.85182024046523,57.724090439330624,39.92644532332332,female
160.4065103813054,55.01813162979447,41.72471526694082,female
167.17749326808112,58.47069383448392,40.35852847545549,female
168.39915175898477,64.63138583317057,43.14417259426986,female
162.9554622347667,58.536468180955616,47.700276506590924,female
163.4686107685361,62.93473922567723,37.702556032163955,female
154.11273199920382,63.51990737944443,39.495696210592016,female
160.1746308418547,65.05312933466018,36.54153287472004,female
159.33421731060153,64.9499872148871,38.95280669762372,female
163.03941222578817,68.00132375865255,41.68847176427533,female
160.126368185335,58.337345965483365,32.611623225797345,female
161.3177907777481,64.98762727909556,32.98972236236476,female
169.07232957823982,59.795692037658874,33.856058023191615,female
171.42156301684386,61.567496075882104,39.549756224782925,female
156.48135725198296,60.72310752672309,40.94648788853899,female
169.21997740920648,61.79883640928756,29.402569594423262,female
155.70824076650098,61.83906820646935,37.132055221624256,female
160.05040261667247,67.30092883154124,39.13969745979862,female
163.821725174258,59.97138975091612,35.3129264238062,female
160.0596483286602,64.68130021958333,36.09522188429012,female
159.81854146635175,64.20365503288397,40.92208163007166,female
156.37115115980146,58.76338447066099,37.55222073812527,female
164.70152881790565,55.30840141001313,39.03222890019161,female
156.1031875083658,70.7840853064313,36.03818846029504,female
157.88230875189353,61.943608178315806,37.17407590678918,female
166.9028784551989,63.83158671190126,38.04113356732306,female
170.41690573294161,58.89976412553542,40.46718888260134,female
161.21685284831602,66.32742683623499,35.03275566760354,female
158.92313946012507,62.95192291423437,37.2102586351248,female
160.7507110894303,61.07335364900073,35.48063058651623,female
166.52709652967576,58.7280247546771,48.29017114871682,female
158.4616388883121,55.54250958372711,33.11722467800142,female
156.1948907613912,64.79980329558717,34.577313783355436,female
173.6265746549677,56.29451968466001,38.063523351496734,female
170.38341200049544,62.401918795473605,47.05426758132122,female
167.42188890496897,65.48949028515989,43.33693232825686,female
166.6948171048255,63.30078542416309,39.489610485885656,female
152.27227129732603,53.721344186939376,40.6960853322101,female
158.5512903156977,61.934790576518004,36.573360700904786,female
156.0871971542126,61.04775043704889,40.730485426840886,female
164.81210589328543,57.80683666955185,34.092198623029134,female
166.64157743450744,53.80115660826804,47.62953880625607,female
162.97567225468575,60.318872804321884,38.41680543916082,female
166.21720398664442,56.3811096031939,41.88117931567204,female
168.07506651949743,58.73810842473843,35.56423963207764,female
161.76886219692457,67.14059784696502,37.892878675607356,female
165.11801578390987,59.481432338010656,36.700774232990156,female
167.2849726527679,54.91701474037332,32.9115532924518,female
156.629133018299,62.44284627397926,43.08199675347862,female
167.62878273910485,51.657755438444354,32.9027004782108,female
160.02197925993372,58.36853084144804,33.06270401742134,female
157.61936149956313,64.76044652794553,42.961542956556215,female
152.42507231111324,60.045187143224645,35.06982972793899,female
157.81360379057722,48.806103999190576,43.41380500116235,female
153.0150533685547,52.42318333251315,29.832990306859738,female
154.56444454892312,61.41481159497459,36.75865716502005,female
165.7504388577841,60.32969946896323,37.741486824711075,female
169.77380869294024,47.932289934435225,40.634586409187435,female
165.91656499471276,61.99369290397695,33.17137624569653,female
156.14994167186217,52.76816372724686,37.4361158434078,female
158.0089912382259,62.63464418773938,37.350669665724325,female
160.17453936612495,59.396909735249466,41.32339711002276,female
161.59239893547067,55.75637527412986,41.970628789803776,female
161.63001185902573,66.50180756240597,34.27295915823515,female
157.5097439690012,63.93660720447323,38.232536382802905,female
164.2379570794539,59.148385865916055,39.82932844958454,female
156.98274564937753,56.83808780677738,38.19838453787779,female
157.40094817510882,54.939139496665504,38.03410911401869,female
155.1393609145593,60.30598192837319,32.08303583098838,female
162.91873271561877,53.85371307475374,28.886936457304003,female
157.3445422938873,62.41989476671524,35.44270697664133,female
156.02986591004372,60.67944120708086,34.00495230555899,female
159.10544226695092,56.51903361853459,31.331495783728567,female
157.27163227677508,66.82184156685344,32.97210236400195,female
162.95407251349732,56.543432819369635,29.712782616187,female
156.92645827678237,58.667881665010945,38.60997001219423,female
158.52105607167329,61.833238930543416,38.45192875075957,female
168.4051111600681,58.33191364834812,37.83044878407396,female
169.98226000660378,64.63928564043911,39.81194019397698,female
164.7831185702689,65.11538964644203,38.492277178982434,female
161.52354645131786,65.31874919805485,42.2423376594305,female
